ACRIM2/UARS
Version: 
Created: 08-Jun-2022
JD        Value 
2449305.5 1364.361000
2449306.5 1364.201000
2449307.5 1363.967000
2449308.5 1363.813000
2449309.5 1363.630000
2449310.5 1363.624000
2449311.5 1363.844000
2449312.5 1364.098000
2449313.5 1364.289000
2449314.5 1364.368000
2449315.5 1364.249000
2449316.5 1364.105000
2449317.5 1364.152000
2449318.5 1364.343000
2449319.5 1364.402000
2449320.5 1364.387000
2449321.5 1364.342000
2449322.5 1364.199000
2449323.5 1364.306000
2449324.5 1364.383000
2449325.5 1364.420000
2449326.5 1364.357000
2449327.5 1364.193000
2449328.5 1364.092000
2449329.5 1364.106000
2449330.5 1364.295000
2449331.5 1364.390000
2449332.5 1364.422000
2449333.5 1364.316000
2449334.5 1364.191000
2449335.5 1364.043000
2449336.5 1363.995000
2449337.5 1363.946000
2449338.5 1363.932000
2449339.5 1363.953000
2449340.5 1364.018000
2449341.5 1364.010000
2449342.5 1364.025000
2449343.5 1364.000000
2449344.5 1363.956000
2449345.5 1363.788000
2449346.5 1363.579000
2449347.5 1363.478000
2449348.5 1363.663000
2449349.5 1363.912000
2449350.5 1364.122000
2449351.5 1364.267000
2449353.5 1364.202000
2449353.5 1363.778000
2449354.5 1363.405000
2449355.5 1363.355000
2449356.5 1363.443000
2449357.5 1363.401000
2449358.5 1363.615000
2449359.5 1363.890000
2449360.5 1364.151000
2449361.5 1363.995000
2449362.5 1363.858000
2449363.5 1363.817000
2449364.5 1363.942000
2449365.5 1364.057000
2449366.5 1364.129000
2449367.5 1364.145000
2449368.5 1364.075000
2449369.5 1364.039000
2449370.5 1363.956000
2449371.5 1363.866000
2449372.5 1363.814000
2449373.5 1363.740000
2449374.5 1363.764000
2449375.5 1363.937000
2449376.5 1364.017000
2449377.5 1364.261000
2449378.5 1364.540000
2449379.5 1364.802000
2449380.5 1364.803000
2449381.5 1364.717000
2449382.5 1364.653000
2449383.5 1364.623000
2449384.5 1364.662000
2449385.5 1364.664000
2449386.5 1364.657000
2449387.5 1364.555000
2449388.5 1364.373000
2449389.5 1364.209000
2449390.5 1364.090000
2449391.5 1364.151000
2449392.5 1364.061000
2449393.5 1363.945000
2449394.5 1363.897000
2449395.5 1364.047000
2449396.5 1364.245000
2449397.5 1364.333000
2449398.5 1364.346000
2449399.5 1364.231000
2449400.5 1364.126000
2449401.5 1364.011000
2449402.5 1363.978000
2449403.5 1364.155000
2449404.5 1364.381000
2449405.5 1364.513000
2449406.5 1364.574000
2449407.5 1364.545000
2449408.5 1364.472000
2449409.5 1364.416000
2449410.5 1364.367000
2449411.5 1364.281000
2449412.5 1364.432000
2449413.5 1364.357000
2449414.5 1364.413000
2449415.5 1364.373000
2449416.5 1364.315000
2449417.5 1364.170000
2449418.5 1364.097000
2449419.5 1364.089000
2449420.5 1363.979000
2449421.5 1363.997000
2449422.5 1364.055000
2449423.5 1364.092000
2449424.5 1364.165000
2449425.5 1364.014000
2449426.5 1364.094000
2449428.5 1364.432000
2449429.5 1364.500000
2449430.5 1364.436000
2449431.5 1364.679000
2449432.5 1364.747000
2449433.5 1364.638000
2449434.5 1364.743000
2449435.5 1364.736000
2449436.5 1364.706000
2449437.5 1364.613000
2449438.5 1364.523000
2449439.5 1364.503000
2449440.5 1364.459000
2449441.5 1364.373000
2449442.5 1364.396000
2449443.5 1364.365000
2449444.5 1364.372000
2449445.5 1364.244000
2449446.5 1364.237000
2449447.5 1364.151000
2449448.5 1364.140000
2449449.5 1364.175000
2449450.5 1364.220000
2449451.5 1364.285000
2449452.5 1364.301000
2449453.5 1364.335000
2449454.5 1364.329000
2449455.5 1364.306000
2449456.5 1364.338000
2449457.5 1364.373000
2449458.5 1364.435000
2449459.5 1364.382000
2449460.5 1364.440000
2449461.5 1364.323000
2449462.5 1364.337000
2449463.5 1364.258000
2449464.5 1364.309000
2449465.5 1364.339000
2449466.5 1364.302000
2449467.5 1364.304000
2449468.5 1364.307000
2449469.5 1364.241000
2449470.5 1364.194000
2449471.5 1364.149000
2449472.5 1364.075000
2449473.5 1363.932000
2449474.5 1363.891000
2449475.5 1363.946000
2449476.5 1363.926000
2449477.5 1363.974000
2449478.5 1363.994000
2449479.5 1364.057000
2449480.5 1364.091000
2449481.5 1364.111000
2449482.5 1364.164000
2449483.5 1364.210000
2449484.5 1364.231000
2449485.5 1364.190000
2449486.5 1364.235000
2449487.5 1364.193000
2449488.5 1364.165000
2449489.5 1364.191000
2449490.5 1364.230000
2449491.5 1364.237000
2449492.5 1364.349000
2449493.5 1364.406000
2449494.5 1364.470000
2449495.5 1364.457000
2449496.5 1364.311000
2449497.5 1364.223000
2449498.5 1364.150000
2449499.5 1364.081000
2449500.5 1364.009000
2449501.5 1363.966000
2449502.5 1363.982000
2449503.5 1363.945000
2449504.5 1364.022000
2449505.5 1364.054000
2449506.5 1364.095000
2449507.5 1364.096000
2449508.5 1364.095000
2449509.5 1364.137000
2449510.5 1364.180000
2449511.5 1364.255000
2449512.5 1364.282000
2449513.5 1364.228000
2449514.5 1364.152000
2449515.5 1364.088000
2449516.5 1364.135000
2449517.5 1364.241000
2449518.5 1364.304000
2449519.5 1364.340000
2449520.5 1364.410000
2449521.5 1364.374000
2449522.5 1364.356000
2449523.5 1364.301000
2449524.5 1364.289000
2449525.5 1364.234000
2449526.5 1364.223000
2449527.5 1364.208000
2449528.5 1364.179000
2449529.5 1364.192000
2449530.5 1364.175000
2449531.5 1364.201000
2449532.5 1364.158000
2449533.5 1363.927000
2449534.5 1363.947000
2449535.5 1363.958000
2449536.5 1364.045000
2449537.5 1364.100000
2449538.5 1364.186000
2449539.5 1364.235000
2449540.5 1364.216000
2449541.5 1364.113000
2449542.5 1364.066000
2449543.5 1364.109000
2449544.5 1364.158000
2449545.5 1364.320000
2449546.5 1364.361000
2449547.5 1364.270000
2449548.5 1364.140000
2449549.5 1364.087000
2449550.5 1364.079000
2449551.5 1364.117000
2449552.5 1364.046000
2449553.5 1363.971000
2449554.5 1363.904000
2449555.5 1363.887000
2449556.5 1363.880000
2449557.5 1363.938000
2449558.5 1364.052000
2449559.5 1364.138000
2449560.5 1364.198000
2449561.5 1364.238000
2449562.5 1364.252000
2449563.5 1364.334000
2449564.5 1364.391000
2449565.5 1364.405000
2449566.5 1364.449000
2449567.5 1364.444000
2449568.5 1364.400000
2449569.5 1364.327000
2449570.5 1364.226000
2449571.5 1364.194000
2449572.5 1364.169000
2449573.5 1364.146000
2449574.5 1364.106000
2449575.5 1364.107000
2449576.5 1364.080000
2449577.5 1363.946000
2449578.5 1363.784000
2449579.5 1363.895000
2449580.5 1363.953000
2449581.5 1364.055000
2449582.5 1364.131000
2449583.5 1364.081000
2449584.5 1364.092000
2449585.5 1364.119000
2449586.5 1364.137000
2449587.5 1364.095000
2449588.5 1364.052000
2449589.5 1364.091000
2449590.5 1364.105000
2449591.5 1364.165000
2449592.5 1364.215000
2449593.5 1364.247000
2449594.5 1364.274000
2449595.5 1364.217000
2449596.5 1364.102000
2449597.5 1364.009000
2449598.5 1363.918000
2449599.5 1363.853000
2449600.5 1363.836000
2449601.5 1363.885000
2449602.5 1363.882000
2449603.5 1364.048000
2449604.5 1364.127000
2449605.5 1364.162000
2449606.5 1364.169000
2449607.5 1364.199000
2449608.5 1364.195000
2449609.5 1364.146000
2449610.5 1364.131000
2449611.5 1364.097000
2449612.5 1364.029000
2449613.5 1364.035000
2449614.5 1364.001000
2449615.5 1363.992000
2449616.5 1364.009000
2449617.5 1364.023000
2449618.5 1364.014000
2449619.5 1363.991000
2449620.5 1363.996000
2449621.5 1364.021000
2449622.5 1364.083000
2449623.5 1364.073000
2449624.5 1364.043000
2449625.5 1364.012000
2449626.5 1363.973000
2449627.5 1363.968000
2449628.5 1363.975000
2449629.5 1363.922000
2449630.5 1363.936000
2449631.5 1363.961000
2449632.5 1363.986000
2449633.5 1364.021000
2449634.5 1364.022000
2449635.5 1364.054000
2449636.5 1364.038000
2449637.5 1364.002000
2449638.5 1363.992000
2449639.5 1363.965000
2449640.5 1363.945000
2449641.5 1363.859000
2449642.5 1363.943000
2449643.5 1363.999000
2449644.5 1364.348000
2449645.5 1364.197000
2449646.5 1364.216000
2449647.5 1364.157000
2449648.5 1364.184000
2449649.5 1364.164000
2449650.5 1364.154000
2449651.5 1364.226000
2449652.5 1364.245000
2449653.5 1364.163000
2449654.5 1364.066000
2449655.5 1363.967000
2449656.5 1363.965000
2449657.5 1364.040000
2449658.5 1364.101000
2449659.5 1364.165000
2449660.5 1364.171000
2449661.5 1364.189000
2449662.5 1364.185000
2449663.5 1364.130000
2449664.5 1364.219000
2449665.5 1364.273000
2449666.5 1364.299000
2449667.5 1364.335000
2449668.5 1364.367000
2449669.5 1364.352000
2449670.5 1364.400000
2449671.5 1364.422000
2449672.5 1364.442000
2449673.5 1364.427000
2449674.5 1364.392000
2449675.5 1364.385000
2449676.5 1364.362000
2449677.5 1364.077000
2449678.5 1364.130000
2449679.5 1364.175000
2449680.5 1364.186000
2449681.5 1364.115000
2449682.5 1364.092000
2449683.5 1364.127000
2449684.5 1364.192000
2449685.5 1364.261000
2449686.5 1364.254000
2449687.5 1364.230000
2449688.5 1364.151000
2449689.5 1364.114000
2449690.5 1364.110000
2449691.5 1364.141000
2449692.5 1364.151000
2449693.5 1364.132000
2449694.5 1364.104000
2449695.5 1364.050000
2449696.5 1363.930000
2449697.5 1363.700000
2449698.5 1363.428000
2449699.5 1363.463000
2449700.5 1363.479000
2449701.5 1363.568000
2449702.5 1363.705000
2449703.5 1363.911000
2449704.5 1364.037000
2449705.5 1364.009000
2449706.5 1363.942000
2449707.5 1363.911000
2449708.5 1363.854000
2449709.5 1363.844000
2449710.5 1363.876000
2449711.5 1363.924000
2449712.5 1363.981000
2449713.5 1363.924000
2449714.5 1364.052000
2449715.5 1363.949000
2449716.5 1363.926000
2449718.5 1363.903000
2449718.5 1364.246000
2449719.5 1364.274000
2449720.5 1364.323000
2449721.5 1364.385000
2449722.5 1364.377000
2449723.5 1364.362000
2449724.5 1364.335000
2449725.5 1364.293000
2449726.5 1364.258000
2449727.5 1364.274000
2449728.5 1364.267000
2449729.5 1364.250000
2449730.5 1364.270000
2449731.5 1364.211000
2449732.5 1364.124000
2449733.5 1363.998000
2449734.5 1363.927000
2449735.5 1363.980000
2449736.5 1364.077000
2449737.5 1364.144000
2449738.5 1364.168000
2449739.5 1364.142000
2449740.5 1364.065000
2449741.5 1363.968000
2449742.5 1363.939000
2449743.5 1363.966000
2449744.5 1364.040000
2449745.5 1364.100000
2449746.5 1364.128000
